Employee,Name.GivenName,Name.MiddleName,Name.FamilyName,StartDate,RelationshipToOrganization,RelationshipStatus,RetirementDate,ID.IssuingAuthority,ID.DocumentNumber,Preferences.PointOfOrigin,PrimaryWorkAssignment
1150,Edward,,Henderson,19871010,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9005,BANK CONTROL GROUP,0
1151,Roy,,Holcombe,19871226,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9006,BANK CONTROL GROUP,0
1152,Anne,,Mathur,19880426,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9007,BANK CONTROL GROUP,0
1153,Marilyn,,Pierce,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9008,BANK CONTROL GROUP,0
1154,Sandy,,Taff,19800914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9009,BANK CONTROL GROUP,0
1155,Erin,,Shrinker,19810914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9010,BANK CONTROL GROUP,0
1156,Roy,,EastWood,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9011,BANK CONTROL GROUP,0
1157,Belinda,,Wernli,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9012,BANK CONTROL GROUP,0
1158,Anne,,Bennett,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9013,BANK CONTROL GROUP,0
1159,Edward,,Bigham,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9014,BANK CONTROL GROUP,1
1160,William,,Cherry,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9015,BANK CONTROL GROUP,0
1161,Elizabeth,,Ketchersid,19910915,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9016,BANK CONTROL GROUP,0
1162,Edward,,Leadabrand,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9017,BANK CONTROL GROUP,0
1163,Sammy,,Banks,19880426,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9018,BANK CONTROL GROUP,0
1164,Erin,,Davis,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9019,BANK CONTROL GROUP,0
1165,Foster,,Lucero,19771205,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9020,BANK CONTROL GROUP,0
1166,Linda,,Buxton,19800428,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9021,BANK CONTROL GROUP,0
1167,Erin,,Toon,19800914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9022,BANK CONTROL GROUP,0
1168,William,,Browning,19810914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9023,BANK CONTROL GROUP,1
1169,Rene,,Glenn,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9024,BANK CONTROL GROUP,0
1170,Anne,,Traylor,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9025,BANK CONTROL GROUP,0
1171,Foster,,Day,19871010,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9026,BANK CONTROL GROUP,0
1172,Foster,,Hinson,19871226,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9027,BANK CONTROL GROUP,0
1173,Melissa,,Shelton,19880426,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9028,BANK CONTROL GROUP,0
1174,Linda,,White,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9029,BANK CONTROL GROUP,1
1175,Melissa,,Hon,19800914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9030,BANK CONTROL GROUP,0
1176,Melissa,,Clem,19810914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9031,BANK CONTROL GROUP,0
1177,Anne,,Lacaze,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9032,BANK CONTROL GROUP,0
1178,Michael,,Boonar,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9033,BANK CONTROL GROUP,0
1179,Sandy,,Dirting,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9034,BANK CONTROL GROUP,0
1180,Rene,,Manale,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9035,BANK CONTROL GROUP,0
1181,Michael,,Morgan,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9036,BANK CONTROL GROUP,0
1182,Erin,,Voelkle,19910915,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9037,BANK CONTROL GROUP,0
1183,Janie,,Cooper,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9038,BANK CONTROL GROUP,0
1184,Linda,,Morton,19880426,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9039,BANK CONTROL GROUP,0
1185,Michael,,Russell,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9040,BANK CONTROL GROUP,0
1186,Thomas,,Tsirigotis,19771205,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9041,BANK CONTROL GROUP,0
1187,Foster,,Willbanks,19800428,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9042,BANK CONTROL GROUP,0
1188,Erica,,Bundela,19800914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9043,BANK CONTROL GROUP,0
1189,Anne,,Williams,19810914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9044,BANK CONTROL GROUP,1
1190,Marilyn,,Vinson,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9045,BANK CONTROL GROUP,0
1191,Anne,,Baker,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9046,BANK CONTROL GROUP,1
1192,Linda,,Bass,19871010,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9047,BANK CONTROL GROUP,1
1193,Melissa,,Tatum,19871226,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9048,BANK CONTROL GROUP,0
1194,Roy,,Crystal,19880426,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9049,BANK CONTROL GROUP,0
1195,Tomas,,Bell,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9050,BANK CONTROL GROUP,1
1196,Sandy,,Elmore,19800914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9051,BANK CONTROL GROUP,0
1197,Michael,,Patel,19810914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9052,BANK CONTROL GROUP,0
1198,Marilyn,,Rehn,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9053,BANK CONTROL GROUP,0
1199,Sandy,,Filbeck,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9054,BANK CONTROL GROUP,0
1200,Michael,,McGlothin,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9055,BANK CONTROL GROUP,0
1201,Edward,,Joshi,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9056,BANK CONTROL GROUP,0
1202,Linda,,Vasquez,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9057,BANK CONTROL GROUP,0
1203,Edward,,Beemer,19910915,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9058,BANK CONTROL GROUP,0
1204,Foster,,Polley,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9059,BANK CONTROL GROUP,0
1205,Marilyn,,Zaun,19880426,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9060,BANK CONTROL GROUP,0
1206,Foster,,Caperton,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9061,BANK CONTROL GROUP,1
1207,Kenneth,,Gerwin,19771205,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9062,BANK CONTROL GROUP,0
1208,Erin,,Stive,19800428,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9063,BANK CONTROL GROUP,0
1209,Erin,,Hennessey,19800914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9064,BANK CONTROL GROUP,0
1210,Kenneth,,Harper,19810914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9065,BANK CONTROL GROUP,0
1211,Erin,,Jasper,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9066,BANK CONTROL GROUP,0
1212,Kenneth,,Yacio,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9067,BANK CONTROL GROUP,1
1213,Melissa,,Rubeck,19871010,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9068,BANK CONTROL GROUP,0
1214,Roy,,Chernoff,19871226,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9069,BANK CONTROL GROUP,1
1215,Marilyn,,Todorova,19880426,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9070,BANK CONTROL GROUP,0
1216,Boots,,Urgle,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9071,BANK CONTROL GROUP,0
1217,Elizabeth,,Ratcliff,19800914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9072,BANK CONTROL GROUP,1
1218,Elizabeth,,Hannan,19810914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9073,BANK CONTROL GROUP,0
1219,Carl,,Smith,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9074,BANK CONTROL GROUP,0
1220,Michael,,Burgess,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9075,BANK CONTROL GROUP,1
1221,Kenneth,,Vaz,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9076,BANK CONTROL GROUP,0
1222,Roy,,Ward,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9077,BANK CONTROL GROUP,0
1223,Kenneth,,Shilpak,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9078,BANK CONTROL GROUP,0
1224,Roy,,Scott,19910915,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9079,BANK CONTROL GROUP,0
1225,Roy,,Ludeman,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9080,BANK CONTROL GROUP,0
1226,Foster,,Gans,19880426,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9081,BANK CONTROL GROUP,0
1227,Edward,,Dilg,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9082,BANK CONTROL GROUP,0
1228,Rene,,Morris,19771205,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9083,BANK CONTROL GROUP,0
1229,Dana,,Bradley,19800428,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9084,BANK CONTROL GROUP,1
1230,Marilyn,,Caldwell,19800914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9085,BANK CONTROL GROUP,1
1231,Kenneth,,Mannon,19810914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9086,BANK CONTROL GROUP,0
1232,Roy,,Braun,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9087,BANK CONTROL GROUP,0
1233,Michael,,Clements,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9088,BANK CONTROL GROUP,1
1234,Roy,,Dennis,19871010,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9089,BANK CONTROL GROUP,0
1235,Rene,,Ermini,19871226,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9090,BANK CONTROL GROUP,0
1236,Anne,,Potier,19880426,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9091,BANK CONTROL GROUP,0
1237,Edward,,Ellis,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9092,BANK CONTROL GROUP,0
1238,Elizabeth,,Fischer,19800914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9093,BANK CONTROL GROUP,0
1239,Foster,,Voss,19810914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9094,BANK CONTROL GROUP,1
1240,Michael,,Shepherd,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9095,BANK CONTROL GROUP,0
1241,Erin,,Shubin,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9096,BANK CONTROL GROUP,0
1242,Melissa,,Twining,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9097,BANK CONTROL GROUP,1
1243,Kenneth,,Cadenhead,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9098,BANK CONTROL GROUP,0
1244,Marilyn,,Grantved,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9099,BANK CONTROL GROUP,0
1245,William,,Grogan,19910915,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9100,BANK CONTROL GROUP,0
1246,Dana,,Mikkelson,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9101,BANK CONTROL GROUP,0
1247,Dana,,Delgado,19880426,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9102,BANK CONTROL GROUP,0
1248,Michael,,Dobson,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9103,BANK CONTROL GROUP,0
1249,Anne,,Slaughter,19771205,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9104,BANK CONTROL GROUP,0
1250,William,,Raddatz,19800428,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9105,BANK CONTROL GROUP,0
1251,Kenneth,,Cook,19800914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9106,BANK CONTROL GROUP,0
1252,Rene,,Perkins,19810914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9107,BANK CONTROL GROUP,0
1253,Marilyn,,Moser,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9108,BANK CONTROL GROUP,0
1254,Michael,,Gitonga,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9109,BANK CONTROL GROUP,0
1255,Dana,,Kunstadt,19871010,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9110,BANK CONTROL GROUP,0
1256,Sandy,,Sheff,19871226,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9111,BANK CONTROL GROUP,0
1257,Michael,,Porter,19880426,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9112,BANK CONTROL GROUP,0
1258,Marilyn,,Schmidt,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9113,BANK CONTROL GROUP,0
1259,Sam,,Grimsley,19800914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9114,BANK CONTROL GROUP,0
1260,Rene,,Morris,19810914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9115,BANK CONTROL GROUP,0
1261,Erin,,McAdams,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9116,BANK CONTROL GROUP,0
1262,Zeke,,Thomas,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9117,BANK CONTROL GROUP,0
1263,Rene,,Curry,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9118,BANK CONTROL GROUP,0
1264,Michael,,Hunt,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9119,BANK CONTROL GROUP,0
1265,Elizabeth,,Salgado,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9120,BANK CONTROL GROUP,0
1266,Tessa,,Hester,19910915,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9121,BANK CONTROL GROUP,0
1267,Edward,,Cramer,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9122,BANK CONTROL GROUP,0
1268,Foster,,Story,19880426,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9123,BANK CONTROL GROUP,0
1269,Michael,,Banks,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9124,BANK CONTROL GROUP,0
1270,William,,Gehan,19771205,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9125,BANK CONTROL GROUP,0
1271,Roy,,Jones,19800428,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9126,BANK CONTROL GROUP,0
1272,Kenneth,,Gonzales,19800914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9127,BANK CONTROL GROUP,0
1273,Bill,,Heath,19810914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9128,BANK CONTROL GROUP,0
1274,Erin,,Aubry,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9129,BANK CONTROL GROUP,0
1275,Erin,,Loza,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9130,BANK CONTROL GROUP,1
1276,Michael,,Rasco,19871010,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9131,BANK CONTROL GROUP,0
1277,Rene,,Alexander,19871226,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9132,BANK CONTROL GROUP,1
1278,Sandy,,Moorman,19880426,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9133,BANK CONTROL GROUP,0
1279,Sandy,,Parker,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9134,BANK CONTROL GROUP,1
1280,Erin,,Shoemaker,19800914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9135,BANK CONTROL GROUP,0
1281,William,,Sutherlin,19810914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9136,BANK CONTROL GROUP,0
1282,Elizabeth,,Uloth,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9137,BANK CONTROL GROUP,0
1283,Erin,,Wilkinson,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9138,BANK CONTROL GROUP,0
1284,Dana,,Haynes,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9139,BANK CONTROL GROUP,0
1285,Linda,,Hickox,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9140,BANK CONTROL GROUP,0
1286,Anne,,Smith,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9141,BANK CONTROL GROUP,0
1287,Sandy,,Bumpass,19910915,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9142,BANK CONTROL GROUP,0
1288,Erin,,Evans,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9143,BANK CONTROL GROUP,0
1289,Rene,,Flores,19880426,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9144,BANK CONTROL GROUP,0
1290,Dana,,Mason,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9145,BANK CONTROL GROUP,0
1291,Roy,,HaywaRd,19771205,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9146,BANK CONTROL GROUP,0
1292,Linda,,Lopez,19800428,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9147,BANK CONTROL GROUP,0
1293,Marilyn,,Dozier,19800914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9148,BANK CONTROL GROUP,0
1294,William,,Holmes,19810914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9149,BANK CONTROL GROUP,0
1295,Anne,,Schwartz,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9150,BANK CONTROL GROUP,0
1296,Foster,,Mulheren,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9151,BANK CONTROL GROUP,0
1297,Michael,,Malloy,19871010,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9152,BANK CONTROL GROUP,0
1298,Anne,,Fernandez,19871226,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9153,BANK CONTROL GROUP,0
1299,Foster,,Zylks,19880426,EMPLOYEE,TERMINATED,00000000,Social Security,222-55-9154,BANK CONTROL GROUP,0
1300,Melissa,,Wedgwood,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9155,BANK CONTROL GROUP,1
1301,William,,Dickerson,19800914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9156,BANK CONTROL GROUP,0
1302,Sandy,,Holub,19810914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9157,BANK CONTROL GROUP,0
1303,Kenneth,,Meek,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9158,BANK CONTROL GROUP,0
1304,Edward,,Rangel,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9159,BANK CONTROL GROUP,0
1305,Edward,,Speed,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9160,BANK CONTROL GROUP,0
1306,Kenneth,,Moseley,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9161,BANK CONTROL GROUP,0
1307,Anne,,Brantley,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9162,BANK CONTROL GROUP,0
1308,Rene,,Van Delft,19910915,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9163,BANK CONTROL GROUP,0
1309,Edward,,Foster,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9164,BANK CONTROL GROUP,0
1310,Dana,,Cossey,19880426,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9165,BANK CONTROL GROUP,0
1311,Dana,,Baker,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9166,BANK CONTROL GROUP,0
1312,Elizabeth,,Cummings,19771205,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9167,BANK CONTROL GROUP,0
1313,Melissa,,Parker,20100601,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9168,BANK CONTROL GROUP,0
1314,Jennifer,,Oates,20100601,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9169,BANK CONTROL GROUP,0
1315,Melissa,,Fincanon,20100609,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9170,BANK CONTROL GROUP,0
1316,George,,Hyten,19800428,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9171,BANK CONTROL GROUP,0
1317,Marilyn,,Foster,19800914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9172,BANK CONTROL GROUP,0
1318,Dana,,Carroll,19810914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9173,BANK CONTROL GROUP,0
1319,Michael,,Cruse,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9174,BANK CONTROL GROUP,0
1320,Erin,,Kobos,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9175,BANK CONTROL GROUP,0
1321,Roy,,Porter,19871010,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9176,BANK CONTROL GROUP,0
1322,Melissa,,Bambach,19871226,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9177,BANK CONTROL GROUP,0
1323,Sam,,Dickerson,19880426,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9178,BANK CONTROL GROUP,0
1324,Roy,,Winters,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9179,BANK CONTROL GROUP,1
1325,Teddy,,Gaponov,19800914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9180,BANK CONTROL GROUP,0
1326,Sam,,Classen,19810914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9181,BANK CONTROL GROUP,0
1327,Troy,,Meek,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9182,BANK CONTROL GROUP,0
1328,Walter,,Walther,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9183,BANK CONTROL GROUP,0
1329,George,,Hurtado,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9184,BANK CONTROL GROUP,0
1330,Sandy,,Rankin,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9185,BANK CONTROL GROUP,0
1331,Simpson,,Rangel,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9186,BANK CONTROL GROUP,0
1332,George,,Smith,19910915,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9187,BANK CONTROL GROUP,0
1333,Art,,Moseley,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9188,BANK CONTROL GROUP,0
1334,George,,Hart,19880426,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9189,BANK CONTROL GROUP,0
1335,Kenneth,,Sargent,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9190,BANK CONTROL GROUP,0
1336,Erin,,Zeske,19771205,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9191,BANK CONTROL GROUP,0
1337,Kenneth,,Louviere,20101226,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9192,BANK CONTROL GROUP,0
1338,Rene,,Rayl,20101226,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9193,BANK CONTROL GROUP,0
1339,Erin,,Dudasko,19800428,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9194,BANK CONTROL GROUP,0
1340,Dana,,Muzyka,19800914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9195,BANK CONTROL GROUP,0
1341,Roy,,Harris,19810914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9196,BANK CONTROL GROUP,0
1342,Erin,,Gregory,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9197,BANK CONTROL GROUP,0
1343,Sandy,,Hall,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9198,BANK CONTROL GROUP,0
1344,Marilyn,,Hill,19871010,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9199,BANK CONTROL GROUP,0
1345,William,,Laurendine,19871226,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9200,BANK CONTROL GROUP,0
1346,Dana,,Lucero,19880426,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9201,BANK CONTROL GROUP,0
1347,Jim,,Lyons,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9202,BANK CONTROL GROUP,0
1348,Elizabeth,,Morin,19800914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9203,BANK CONTROL GROUP,0
1349,Kenneth,,Foster,19810914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9204,BANK CONTROL GROUP,0
1350,Marilyn,,Harris,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9205,BANK CONTROL GROUP,0
1351,Rene,,Hickman,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9206,BANK CONTROL GROUP,0
1352,Elizabeth,,Cohen,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9207,BANK CONTROL GROUP,0
1353,William,,Baland,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9208,BANK CONTROL GROUP,0
1354,Linda,,Wyatt,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9209,BANK CONTROL GROUP,0
1355,Dana,,Duvall,19910915,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9210,BANK CONTROL GROUP,0
1356,Linda,,Thompson,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9211,BANK CONTROL GROUP,0
1357,Dana,,Pope,19880426,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9212,BANK CONTROL GROUP,0
1358,Marilyn,,Suddeth,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9213,BANK CONTROL GROUP,0
1359,Foster,,Griffith,19971205,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9214,BANK CONTROL GROUP,0
1360,Linda,,Connell,20110311,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9215,BANK CONTROL GROUP,0
1361,Kelsey,,Griffin,20110311,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9216,BANK CONTROL GROUP,0
1362,Melissa,,Bleau,20110311,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9217,BANK CONTROL GROUP,1
1363,George,,Johnson,19800428,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9218,BANK CONTROL GROUP,0
1364,William,,Sharp,19800914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9219,BANK CONTROL GROUP,0
